Manufacturer,Model,Efficiency Rating,Noise Rating,Total Score,Relative Performance,Average Efficiency [%],Average Efficiency (20-80W) [%],Efficiency 2% [%],Avg Noise Output [dB(A)],Report Date,Report_links,Report
SeaSonic,Prime Gold Ultra 1000W (#2),PLATINUM,Standard+,86.9976,91.66,90.005,82.334,72.978,39.75,2020-05-22,['https://www.cybenetics.com/evaluations/psus/1658/'],
Seasonic,Prime Noctua Edition TX-1600,TITANIUM,A++,92.7776,97.75,92.224,76.606,71.725,12.64,2024-07-29,['https://www.cybenetics.com/evaluations/psus/2521/'],
SeaSonic,Prime Platinum 1000W,TITANIUM,Standard+,85.1789,89.75,91.008,83.725,-,39.72,2018-12-08,['https://www.cybenetics.com/evaluations/psus/194/'],
SeaSonic,Prime Platinum 1000W (#2),PLATINUM,Standard+,88.3354,93.07,90.616,83.240,74.141,36.91,2020-04-30,['https://www.cybenetics.com/evaluations/psus/1649/'],
SeaSonic,Prime Platinum 1200W,PLATINUM,Standard,85.8309,90.43,90.304,77.016,-,43.25,2018-10-09,['https://www.cybenetics.com/evaluations/psus/195/'],
SeaSonic,Prime Platinum 650W,PLATINUM,Standard++,83.2007,87.66,90.776,83.232,-,33.19,2018-10-14,['https://www.cybenetics.com/evaluations/psus/197/'],
SeaSonic,Prime Platinum 750W,PLATINUM,Standard+,84.8298,89.38,90.770,82.741,-,35.18,2018-10-29,['https://www.cybenetics.com/evaluations/psus/206/'],
Seasonic,Prime Platinum 850W,PLATINUM,Standard+,86.0331,90.65,90.665,82.434,-,37.54,2018-10-13,['https://www.cybenetics.com/evaluations/psus/196/'],
Seasonic,Prime Platinum Ultra 1000W,PLATINUM,A-,89.0932,93.87,90.845,83.392,-,29.11,2018-04-10,['https://www.cybenetics.com/evaluations/psus/232/'],
Seasonic,Prime PX-1600 (ATX v3.0),TITANIUM,A-,92.4456,97.40,91.491,79.779,76.512,29.52,2023-04-11,['https://www.cybenetics.com/evaluations/psus/2169/'],
SeaSonic,Prime Titanium 650W,TITANIUM,A+,88.8892,93.65,92.269,88.227,-,15.93,2017-01-24,['https://www.cybenetics.com/evaluations/psus/44/'],
SeaSonic,Prime Titanium 750W,TITANIUM,A+,89.0070,93.78,92.387,-,-,16.89,2018-01-18,['https://www.cybenetics.com/evaluations/psus/48/'],
Seasonic,Prime Titanium 850W,TITANIUM,A+,89.6357,94.44,91.986,-,-,16.40,2018-01-22,['https://www.cybenetics.com/evaluations/psus/49/'],
Seasonic,Prime Titanium Fanless 600W,TITANIUM,A++,87.2457,91.92,92.462,86.903,-,6.00,2018-12-26,['https://www.cybenetics.com/evaluations/psus/258/'],
SeaSonic,Prime Titanium Ultra 1000W,TITANIUM,A+,88.7463,93.50,91.891,84.011,75.514,19.80,2020-05-18,['https://www.cybenetics.com/evaluations/psus/1655/'],
SeaSonic,Prime Titanium Ultra 1000W (#2),TITANIUM,A++,86.0708,90.69,91.644,84.233,-,13.16,2018-02-23,['https://www.cybenetics.com/evaluations/psus/299/'],
SeaSonic,Prime Titanium Ultra 650W,TITANIUM,A++,86.6450,91.29,92.425,87.105,-,9.98,2018-08-08,['https://www.cybenetics.com/evaluations/psus/239/'],
SeaSonic,Prime Titanium Ultra 750W,TITANIUM,A++,85.4796,90.06,91.787,85.424,-,11.73,2018-04-10,['https://www.cybenetics.com/evaluations/psus/231/'],
SeaSonic,Prime Titanium Ultra 850W,TITANIUM,A++,87.0922,91.76,92.223,85.734,-,10.68,2018-04-08,['https://www.cybenetics.com/evaluations/psus/230/'],
Seasonic,Prime TX-1000,TITANIUM,A-,89.3110,94.10,91.790,85.537,76.435,25.12,2021-03-19,['https://www.cybenetics.com/evaluations/psus/1812/'],
Seasonic,Prime TX-1300 (ATX v3.0),TITANIUM,A++,92.1888,97.13,92.559,80.881,72.918,11.02,2023-10-23,['https://www.cybenetics.com/evaluations/psus/2266/'],
Seasonic,Prime TX-1600,TITANIUM,A,94.1161,99.16,91.980,77.056,73.199,24.10,2022-08-04,['https://www.cybenetics.com/evaluations/psus/2051/'],
Seasonic,Prime TX-1600 (ATX v3.0),TITANIUM,A,92.4092,97.36,92.092,76.387,71.426,20.69,2023-10-18,['https://www.cybenetics.com/evaluations/psus/2263/'],
Seasonic,S12III-650,BRONZE,Standard+,71.7185,75.56,83.683,76.623,59.867,38.63,2020-07-10,['https://www.cybenetics.com/evaluations/psus/1679/'],
SeaSonic,Snow Silent 1050W,PLATINUM,A-,79.9521,84.24,89.513,76.142,-,26.13,2018-07-04,['https://www.cybenetics.com/evaluations/psus/155/'],
Seasonic,Vertex GX-1000,PLATINUM,A,85.3088,89.88,89.388,80.758,74.411,23.92,2023-01-13,['https://www.cybenetics.com/evaluations/psus/2111/'],
Seasonic,Vertex GX-1200,GOLD,A-,85.4876,90.07,88.971,81.639,76.635,25.41,2023-03-09,['https://www.cybenetics.com/evaluations/psus/2149/'],
Seasonic,Vertex GX-750,PLATINUM,A,83.6817,88.17,89.615,82.234,73.527,22.80,2023-01-25,['https://www.cybenetics.com/evaluations/psus/2120/'],
Seasonic,Vertex GX-850,PLATINUM,A,84.3906,88.91,89.407,81.167,73.042,24.54,2023-01-20,['https://www.cybenetics.com/evaluations/psus/2116/'],
Seasonic,Vertex PX-1000,PLATINUM,A,83.3385,87.81,89.134,79.181,73.587,20.70,2024-07-01,['https://www.cybenetics.com/evaluations/psus/2495/'],
Seasonic,Vertex PX-1200,PLATINUM,A,86.0736,90.69,89.260,77.484,75.292,22.75,2024-06-25,['https://www.cybenetics.com/evaluations/psus/2490/'],
SeaSonic,X-Series 1250W,PLATINUM,Standard,82.0003,86.40,89.288,76.152,-,42.12,2018-03-25,['https://www.cybenetics.com/evaluations/psus/337/'],
Segotep,GM750W,GOLD,A-,80.9230,85.26,90.136,80.588,64.938,28.59,2023-11-29,['https://www.cybenetics.com/evaluations/psus/2296/'],
Segotep,GM850W,GOLD,A-,76.4364,80.53,89.404,80.898,65.380,27.87,2023-08-23,['https://www.cybenetics.com/evaluations/psus/2225/'],
Segotep,PM650W,,A-,67.8218,71.46,89.635,82.120,-,28.91,2025-02-27,['https://www.cybenetics.com/evaluations/psus/2755/'],
Sharkoon,Rebel P10 550,SILVER,Standard++,67.4191,71.03,85.073,77.875,57.703,33.25,2024-11-15,['https://www.cybenetics.com/evaluations/psus/2589/'],
Sharkoon,Rebel P10 650,BRONZE,Standard++,67.2249,70.83,84.550,77.385,60.291,31.12,2024-11-13,['https://www.cybenetics.com/evaluations/psus/2588/'],
Sharkoon,Rebel P10 750,SILVER,Standard+,69.9710,73.72,84.979,75.764,58.817,35.42,2024-11-11,['https://www.cybenetics.com/evaluations/psus/2587/'],
Sharkoon,Rebel P10 850,SILVER,Standard+,70.9574,74.76,85.183,77.474,66.879,37.03,2024-11-08,['https://www.cybenetics.com/evaluations/psus/2586/'],
Sharkoon,Rebel P20 1000,PLATINUM,A,82.7850,87.22,89.207,84.389,73.071,24.61,2024-03-08,['https://www.cybenetics.com/evaluations/psus/2383/'],
Sharkoon,Rebel P20 1200,PLATINUM,Standard++,85.4214,90.00,89.006,84.154,67.083,32.59,2024-03-05,['https://www.cybenetics.com/evaluations/psus/2378/'],
Sharkoon,Rebel P20 750,GOLD,A++,83.0514,87.50,88.326,80.896,73.586,9.21,2024-03-15,['https://www.cybenetics.com/evaluations/psus/2392/'],
Sharkoon,Rebel P20 850,GOLD,A,83.2017,87.66,88.584,80.710,73.676,20.72,2024-03-13,['https://www.cybenetics.com/evaluations/psus/2388/'],
Sharkoon,Rebel P20 SFX 1000,PLATINUM,Standard++,78.5078,82.72,89.168,76.032,63.162,32.89,2024-03-07,['https://www.cybenetics.com/evaluations/psus/2380/'],
Sharkoon,Rebel P20 SFX 750,PLATINUM,A-,79.1369,83.38,89.416,78.673,61.190,28.57,2024-03-15,['https://www.cybenetics.com/evaluations/psus/2390/'],
Sharkoon,Rebel P20 SFX 850,PLATINUM,Standard++,77.9470,82.13,89.488,80.912,63.075,30.58,2024-03-12,['https://www.cybenetics.com/evaluations/psus/2386/'],
SilverStone,DA1000 Gold,SILVER,Standard+,72.1667,76.04,86.958,70.459,44.922,35.66,2022-07-07,['https://www.cybenetics.com/evaluations/psus/2037/'],
SilverStone,DA1000R Gold,GOLD,Standard+,83.5903,88.07,88.892,83.411,77.333,35.84,2022-09-12,['https://www.cybenetics.com/evaluations/psus/2062/'],
SilverStone,Decathlon DA1650,PLATINUM,Standard+,84.0725,88.58,89.402,76.678,74.032,39.89,2020-02-10,['https://www.cybenetics.com/evaluations/psus/1592/'],
SilverStone,Decathlon DA1650 (#2),PLATINUM,Standard+,84.4920,89.02,89.267,74.812,70.264,36.62,2020-09-29,['https://www.cybenetics.com/evaluations/psus/1722/'],
SilverStone,Extreme 1200R Platinum,PLATINUM,A-,77.9011,82.08,89.434,75.502,60.894,28.18,2024-01-15,['https://www.cybenetics.com/evaluations/psus/2326/'],
SilverStone,Extreme 850R Platinum,PLATINUM,A-,80.1043,84.40,89.634,78.566,64.147,29.85,2022-09-30,['https://www.cybenetics.com/evaluations/psus/2071/'],
SilverStone,FX600-PT,PLATINUM,,77.2769,81.42,90.864,82.735,63.637,-,2021-10-15,['https://www.cybenetics.com/evaluations/psus/1921/'],
SilverStone,HELA 1200R Platinum,PLATINUM,Standard,85.2145,89.78,89.036,81.555,75.624,40.02,2022-09-12,['https://www.cybenetics.com/evaluations/psus/2061/'],
SilverStone,HELA 1300R Platinum,PLATINUM,Standard,86.5646,91.21,89.482,76.063,70.088,42.06,2023-09-18,['https://www.cybenetics.com/evaluations/psus/2079/'],
SilverStone,HELA 1650R Platinum,PLATINUM,,86.3877,91.02,89.486,73.673,71.669,49.63,2024-02-15,['https://www.cybenetics.com/evaluations/psus/2358/'],
SilverStone,HELA 2050 Platinum (1650W),PLATINUM,Standard+,79.1307,83.37,90.000,70.321,63.876,37.99,2021-11-01,['https://www.cybenetics.com/evaluations/psus/1930/'],
SilverStone,HELA 2050R Platinum (1650W),PLATINUM,Standard+,84.1593,88.67,90.657,71.158,68.348,37.44,2023-09-05,['https://www.cybenetics.com/evaluations/psus/2233/'],
SilverStone,HELA 2050R Platinum (1650W) (#2),PLATINUM,Standard+,84.3454,88.87,90.419,71.247,68.382,37.22,2024-02-12,['https://www.cybenetics.com/evaluations/psus/2353/'],
SilverStone,HELA 2500Rz (1650W@115V),PLATINUM,Standard++,90.0700,94.90,89.954,70.555,-,33.41,2025-05-14,['https://www.cybenetics.com/evaluations/psus/2816/'],
SilverStone,HELA 850R Platinum,PLATINUM,A+,82.7204,87.16,89.931,81.029,69.334,17.41,2022-07-06,['https://www.cybenetics.com/evaluations/psus/2038/'],
SilverStone,Nightjar 450W,BRONZE,A++,76.0414,80.12,91.649,83.001,63.855,6.00,2018-07-23,['https://www.cybenetics.com/evaluations/psus/440/'],
SilverStone,Nightjar 450W (#2),BRONZE,A++,77.3068,81.45,91.600,82.657,63.235,6.00,2018-07-23,['https://www.cybenetics.com/evaluations/psus/441/'],
SilverStone,Nightjar 520W,PLATINUM,A++,80.9944,85.34,90.772,83.147,-,6.00,2018-02-24,['https://www.cybenetics.com/evaluations/psus/53/'],
SilverStone,Nightjar 700W,TITANIUM,A++,84.5410,89.07,92.102,85.124,70.864,6.00,2020-10-21,['https://www.cybenetics.com/evaluations/psus/1739/'],
SilverStone,SFX 300W,BRONZE,A+,59.3702,62.55,84.575,78.925,-,16.28,2018-08-03,['https://www.cybenetics.com/evaluations/psus/403/'],
SilverStone,SFX 450W,BRONZE,Standard++,62.5666,65.92,84.903,80.046,-,32.45,2018-08-04,['https://www.cybenetics.com/evaluations/psus/121/'],
SilverStone,SFX 500W,GOLD,Standard++,72.3203,76.20,88.788,80.114,-,30.78,2018-09-17,['https://www.cybenetics.com/evaluations/psus/179/'],
SilverStone,SFX 550W,GOLD,A-,63.8802,67.30,87.847,79.628,-,29.14,2018-06-20,['https://www.cybenetics.com/evaluations/psus/130/'],
SilverStone,SFX 650W,GOLD,Standard+,71.4266,75.26,88.304,74.129,-,37.07,2018-09-19,['https://www.cybenetics.com/evaluations/psus/178/'],
SilverStone,SFX Gold 700W (#1),GOLD,Standard+,77.5420,81.70,88.618,73.239,55.729,36.62,2018-12-16,['https://www.cybenetics.com/evaluations/psus/568/'],
SilverStone,SFX Gold 700W (#2),GOLD,Standard+,73.4002,77.34,88.896,73.573,55.243,36.99,2019-07-29,['https://www.cybenetics.com/evaluations/psus/621/'],
SilverStone,SFX Platinum 700W,PLATINUM,Standard+,71.8529,75.71,90.364,79.957,63.128,36.22,2019-08-10,['https://www.cybenetics.com/evaluations/psus/869/'],
SilverStone,SFX Platinum 750W,PLATINUM,Standard+,72.4781,76.36,90.014,81.928,70.293,38.49,2019-07-10,['https://www.cybenetics.com/evaluations/psus/868/'],
SilverStone,SFX-L 700W,PLATINUM,Standard++,73.9871,77.95,89.780,83.273,-,30.13,2018-06-30,['https://www.cybenetics.com/evaluations/psus/60/'],
SilverStone,SFX-L 800W,TITANIUM,Standard++,74.3324,78.32,91.198,84.809,-,34.97,2018-02-28,['https://www.cybenetics.com/evaluations/psus/56/'],
SilverStone,SFX-L 800W (#2),TITANIUM,Standard+,76.9757,81.10,91.041,84.065,-,38.22,2018-01-27,['https://www.cybenetics.com/evaluations/psus/286/'],
SilverStone,Strider Essential 500W,GOLD,Standard+,64.9566,68.44,88.628,84.149,64.559,35.39,2022-02-08,['https://www.cybenetics.com/evaluations/psus/1973/'],
SilverStone,Strider Platinum 1000W,TITANIUM,A,70.7797,74.57,91.038,78.796,68.462,23.87,2019-06-03,['https://www.cybenetics.com/evaluations/psus/650/'],
SilverStone,Strider Platinum 1200W,PLATINUM,Standard++,72.8562,76.76,90.977,79.452,72.857,32.95,2019-01-03,['https://www.cybenetics.com/evaluations/psus/646/'],
SilverStone,Strider Platinum 1200W (#2),PLATINUM,Standard++,70.5253,74.31,90.467,78.912,72.255,33.38,2019-04-16,['https://www.cybenetics.com/evaluations/psus/677/'],
SilverStone,Strider Platinum 550W,PLATINUM,A,73.1256,77.05,89.387,83.037,61.750,22.49,2022-02-03,['https://www.cybenetics.com/evaluations/psus/1972/'],
SilverStone,Strider Platinum 750W,PLATINUM,A,75.4715,79.52,89.583,81.890,-,24.10,2018-02-24,['https://www.cybenetics.com/evaluations/psus/55/'],
SilverStone,Strider Platinum 850W,PLATINUM,A,73.8248,77.78,90.245,82.225,-,23.61,2018-06-04,['https://www.cybenetics.com/evaluations/psus/402/'],
SilverStone,Strider Titanium 1100W,TITANIUM,Standard,75.5626,79.61,91.198,75.534,62.195,44.31,2020-05-28,['https://www.cybenetics.com/evaluations/psus/1660/'],
SilverStone,Strider Titanium 1300W,TITANIUM,Standard,76.6486,80.76,91.200,78.457,70.554,43.36,2020-06-03,['https://www.cybenetics.com/evaluations/psus/1661/'],
SilverStone,Strider Titanium 1500W,PLATINUM,,76.9006,81.02,90.955,76.178,69.988,46.05,2020-06-03,['https://www.cybenetics.com/evaluations/psus/1662/'],
SilverStone,Strider Titanium 600W,PLATINUM,A,71.7509,75.60,91.801,85.516,-,21.10,2018-06-16,['https://www.cybenetics.com/evaluations/psus/128/'],
SilverStone,Strider Titanium 800W,TITANIUM,A,68.7668,72.45,91.136,84.995,-,22.77,2018-07-16,['https://www.cybenetics.com/evaluations/psus/143/'],
SilverStone,SX1000 Platinum,PLATINUM,Standard+,77.8733,82.05,90.063,77.540,68.738,36.09,2021-04-14,['https://www.cybenetics.com/evaluations/psus/1831/'],
SilverStone,SX1000R Platinum,PLATINUM,Standard++,79.6469,83.92,90.435,79.947,70.003,33.91,2023-02-22,['https://www.cybenetics.com/evaluations/psus/2140/'],
SilverStone,Triton 1000Rz,GOLD,Standard++,80.0171,84.31,88.113,72.052,-,33.14,2025-03-07,['https://www.cybenetics.com/evaluations/psus/2760/'],
SilverStone,Triton 750Rx,GOLD,Standard+,72.9270,76.84,87.819,78.459,-,39.74,2025-01-16,['https://www.cybenetics.com/evaluations/psus/2710/'],
SilverStone,Triton 850Rx,GOLD,Standard+,75.0495,79.07,88.400,77.648,-,39.58,2025-01-14,['https://www.cybenetics.com/evaluations/psus/2709/'],
Super Flower,Leadex III Gold 550W rev.1,GOLD,A,82.2366,86.65,88.856,82.080,64.984,22.98,2019-02-19,['https://www.cybenetics.com/evaluations/psus/633/'],
Super Flower,Leadex III Gold 550W rev.2,PLATINUM,A+,82.0194,86.42,89.113,84.585,68.324,18.91,2020-02-21,['https://www.cybenetics.com/evaluations/psus/1604/'],
Super Flower,Leadex III Gold 650W rev.2,GOLD,A++,84.4403,88.97,88.857,81.797,65.971,10.09,2019-04-23,['https://www.cybenetics.com/evaluations/psus/678/'],
Super Flower,Combat 850W,GOLD,Standard++,81.8441,86.23,88.324,81.857,67.558,33.51,2024-09-23,['https://www.cybenetics.com/evaluations/psus/2577/'],
Super Flower,Combat FG 650W,GOLD,Standard++,79.9526,84.24,88.391,81.467,62.955,30.50,2024-11-26,['https://www.cybenetics.com/evaluations/psus/2661/'],
Super Flower,Combat SG 650W,GOLD,A-,77.1172,81.25,88.529,81.889,-,26.90,2025-01-20,['https://www.cybenetics.com/evaluations/psus/2713/'],
Super Flower,Combat SG 750W,GOLD,A-,77.3115,81.46,88.592,81.719,-,26.90,2025-01-15,['https://www.cybenetics.com/evaluations/psus/2712/'],
Super Flower,Combat SG 850W,GOLD,A-,81.1375,85.49,88.860,81.470,68.862,28.62,2024-11-21,['https://www.cybenetics.com/evaluations/psus/2657/'],
Super Flower,Golden King 650W,SILVER,A-,72.1155,75.98,89.935,83.947,-,27.53,2018-06-18,['https://www.cybenetics.com/evaluations/psus/129/'],
Super Flower,Leadex Gold 1000W,SILVER,Standard+,86.8373,91.49,89.726,74.685,61.427,37.77,2018-09-20,['https://www.cybenetics.com/evaluations/psus/180/'],
Super Flower,Leadex II 750W,PLATINUM,A-,82.9389,87.39,89.161,81.010,-,29.84,2018-04-19,['https://www.cybenetics.com/evaluations/psus/97/'],
Super Flower,Leadex III  Gold ARGB 850W,PLATINUM,A-,83.6300,88.11,89.082,81.972,71.364,26.27,2019-09-09,['https://www.cybenetics.com/evaluations/psus/834/'],
Super Flower,Leadex III 1300W (ATXv3.1),PLATINUM,Standard++,87.2688,91.95,89.247,78.000,71.413,32.07,2024-09-13,['https://www.cybenetics.com/evaluations/psus/2569/'],
Super Flower,Leadex III 750W (ATX v3.1),PLATINUM,A-,84.5907,89.13,89.385,80.535,-,29.68,2025-04-09,['https://www.cybenetics.com/evaluations/psus/2781/'],
Super Flower,Leadex III 850W (ATX v3.1),GOLD,Standard+,83.9226,88.42,88.352,79.928,-,35.23,2025-04-08,['https://www.cybenetics.com/evaluations/psus/2779/'],
Super Flower,Leadex III 850W rev.1,PLATINUM,A,84.1091,88.62,89.194,81.874,-,24.35,2018-02-23,['https://www.cybenetics.com/evaluations/psus/298/'],
Super Flower,Leadex III 850W rev.2 (mode 0),GOLD,A,83.4707,87.95,88.574,81.005,69.761,20.07,2019-01-07,['https://www.cybenetics.com/evaluations/psus/746/'],
Super Flower,Leadex III 850W rev.2 (mode 1),GOLD,A,82.7407,87.18,88.599,81.005,69.761,20.51,2019-01-07,['https://www.cybenetics.com/evaluations/psus/747/'],
Super Flower,Leadex III Gold 650W rev.1,PLATINUM,A,83.5719,88.05,89.041,81.301,65.440,23.28,2019-02-17,['https://www.cybenetics.com/evaluations/psus/634/'],
Super Flower,Leadex III Gold 650W rev.3 (mode 0),GOLD,A++,83.8455,88.34,88.793,81.455,66.336,11.06,2019-02-07,['https://www.cybenetics.com/evaluations/psus/760/'],
Super Flower,Leadex III Gold 650W rev.3 (mode 1),GOLD,A++,84.6019,89.14,88.801,81.455,66.336,11.12,2019-02-07,['https://www.cybenetics.com/evaluations/psus/761/'],
Super Flower,Leadex III Gold 750W rev.1,PLATINUM,A-,83.9029,88.40,89.426,81.828,69.251,25.50,2019-02-17,['https://www.cybenetics.com/evaluations/psus/636/'],
Super Flower,Leadex III Gold ARGB 550W,PLATINUM,A,82.6164,87.05,89.064,83.911,69.007,20.69,2019-09-17,['https://www.cybenetics.com/evaluations/psus/837/'],
Super Flower,Leadex III Gold ARGB 550W (#2),PLATINUM,A+,83.5670,88.05,89.229,84.125,68.252,19.35,2019-11-29,['https://www.cybenetics.com/evaluations/psus/893/'],
Super Flower,Leadex III Gold ARGB 650W,GOLD,A,82.9865,87.44,88.774,81.070,64.745,23.10,2019-09-13,['https://www.cybenetics.com/evaluations/psus/836/'],
Super Flower,Leadex III Gold ARGB 650W (#2),GOLD,A,83.8083,88.30,88.832,81.475,65.596,20.99,2019-11-28,['https://www.cybenetics.com/evaluations/psus/892/'],
Super Flower,Leadex III Gold ARGB 750W,GOLD,A,83.0763,87.53,88.954,81.957,69.907,24.81,2019-11-09,['https://www.cybenetics.com/evaluations/psus/835/'],
Super Flower,Leadex III Gold ARGB 750W (#2),GOLD,A,82.1767,86.58,88.863,81.721,68.905,24.34,2019-11-26,['https://www.cybenetics.com/evaluations/psus/891/'],
Super Flower,Leadex III Gold ARGB 850W (#2),GOLD,A,84.1067,88.62,88.456,81.859,70.920,23.62,2019-11-22,['https://www.cybenetics.com/evaluations/psus/890/'],
Super Flower,Leadex Titanium 1000W,TITANIUM,A-,83.7011,88.19,91.621,83.287,-,26.26,2018-03-04,['https://www.cybenetics.com/evaluations/psus/154/'],
Super Flower,Leadex Titanium 1600W (ATX v3.1),TITANIUM,Standard+,92.1653,97.11,91.082,78.581,75.688,39.79,2023-08-18,['https://www.cybenetics.com/evaluations/psus/2220/'],
Super Flower,Leadex V Pro Platinum 1000W,PLATINUM,Standard+,86.1245,90.74,89.703,79.403,69.448,35.63,2021-11-19,['https://www.cybenetics.com/evaluations/psus/1939/'],
Super Flower,Leadex VII PRO 1000W,PLATINUM,Standard++,85.8679,90.47,90.478,81.194,71.417,34.96,2024-05-23,['https://www.cybenetics.com/evaluations/psus/2450/'],
Super Flower,Leadex VII PRO 850W,PLATINUM,A-,86.9544,91.62,90.666,81.206,68.278,29.85,2024-05-28,['https://www.cybenetics.com/evaluations/psus/2455/'],
Super Flower,Leadex VII XG 1000W,PLATINUM,Standard++,87.6740,92.37,90.133,81.277,71.355,30.31,2023-01-26,['https://www.cybenetics.com/evaluations/psus/2122/'],
Super Flower,Leadex VII XG 1300W,PLATINUM,Standard+,90.3013,95.14,90.329,78.988,72.140,37.29,2023-01-26,['https://www.cybenetics.com/evaluations/psus/2121/'],
Super Flower,Leadex VII XG 850W,PLATINUM,A,89.4335,94.23,90.612,82.272,71.085,20.26,2023-05-19,['https://www.cybenetics.com/evaluations/psus/2180/'],
Super Flower,Leadex VII XP 1000W,PLATINUM,Standard++,89.1981,93.98,90.573,81.018,71.308,32.37,2023-06-14,['https://www.cybenetics.com/evaluations/psus/2194/'],
Super Flower,Leadex VII XP 1200W,PLATINUM,Standard+,90.3258,95.17,90.556,79.390,72.595,36.75,2023-06-15,['https://www.cybenetics.com/evaluations/psus/2196/'],
Super Flower,Zillion FG 1050W,PLATINUM,Standard++,86.5942,91.24,90.042,80.693,74.495,30.20,2024-11-27,['https://www.cybenetics.com/evaluations/psus/2660/'],
Super Flower,Zillion FG 650W,PLATINUM,Standard++,80.0077,84.30,89.156,79.743,-,30.38,2024-12-09,['https://www.cybenetics.com/evaluations/psus/2675/'],
Super Flower,Zillion FG 750W,GOLD,A-,83.8065,88.30,88.661,76.608,-,26.29,2024-12-04,['https://www.cybenetics.com/evaluations/psus/2670/'],
Super Flower,Zillion FG 850W,PLATINUM,A,86.8543,91.51,89.695,80.974,72.907,24.92,2024-12-02,['https://www.cybenetics.com/evaluations/psus/2667/'],
Superframe,SF-B600FL,BRONZE,A-,65.8463,69.38,84.890,79.046,60.456,27.10,2021-07-05,['https://www.cybenetics.com/evaluations/psus/1867/'],
Superframe,SF-B700FL,SILVER,Standard++,68.4910,72.16,85.418,80.265,65.932,30.83,2021-07-02,['https://www.cybenetics.com/evaluations/psus/1866/'],
Superframe,SF-G1000M,GOLD,Standard++,83.5902,88.07,88.321,73.725,60.816,30.62,2022-09-08,['https://www.cybenetics.com/evaluations/psus/2060/'],
Superframe,SF-G850M,GOLD,A-,81.4765,85.84,87.968,76.906,57.748,28.71,2022-09-07,['https://www.cybenetics.com/evaluations/psus/2059/'],
Thermalright,TR-TGFX550,PLATINUM,Standard++,73.0116,76.93,89.453,82.315,61.453,31.45,2024-07-02,['https://www.cybenetics.com/evaluations/psus/2494/'],
Thermaltake,Smart BM2 450W,BRONZE,Standard++,71.2657,75.09,83.567,77.741,56.102,33.55,2020-09-29,['https://www.cybenetics.com/evaluations/psus/1723/'],
Thermaltake,Smart BM2 550W,BRONZE,Standard+,72.3892,76.27,84.870,80.988,63.222,35.12,2020-09-30,['https://www.cybenetics.com/evaluations/psus/1724/'],
Thermaltake,Smart BM2 650W,SILVER,Standard+,72.9133,76.82,85.226,80.649,66.514,38.20,2020-12-11,['https://www.cybenetics.com/evaluations/psus/1725/'],
Thermaltake,Smart BM2 750W,SILVER,Standard+,72.0159,75.88,85.921,79.864,66.029,35.56,2020-12-10,['https://www.cybenetics.com/evaluations/psus/1726/'],
Thermaltake,Smart Pro RGB Bronze 850W,BRONZE,Standard+,69.4490,73.17,84.746,74.088,-,39.42,2018-09-02,['https://www.cybenetics.com/evaluations/psus/106/'],
Thermaltake,Smart RGB 700W,BRONZE,Standard,59.2028,62.38,82.838,76.680,62.116,43.97,2020-07-23,['https://www.cybenetics.com/evaluations/psus/1692/'],
Thermaltake,Toughpower DPS G 1200W Platinum,PLATINUM,Standard+,75.0861,79.11,89.640,75.697,-,37.29,2018-07-22,['https://www.cybenetics.com/evaluations/psus/145/'],
Thermaltake,Toughpower GF A3 1050W,PLATINUM,A-,87.9296,92.64,89.649,80.633,70.604,26.05,2023-10-02,['https://www.cybenetics.com/evaluations/psus/2249/'],
Thermaltake,Toughpower GF A3 1200W,PLATINUM,Standard+,86.8958,91.55,89.501,74.519,62.355,37.94,2023-09-27,['https://www.cybenetics.com/evaluations/psus/2245/'],
Thermaltake,Toughpower GF A3 650W,PLATINUM,A-,77.9801,82.16,89.122,82.183,64.582,25.56,2023-10-12,['https://www.cybenetics.com/evaluations/psus/2261/'],
Thermaltake,Toughpower GF A3 750W (CE-Link),PLATINUM,A,77.1837,81.32,89.412,81.500,65.668,24.11,2024-08-05,['https://www.cybenetics.com/evaluations/psus/2527/'],
Thermaltake,Toughpower GF A3 750W (HKC),PLATINUM,A-,78.3764,82.58,89.774,82.631,67.292,28.44,2023-10-10,['https://www.cybenetics.com/evaluations/psus/2256/'],
Thermaltake,Toughpower GF A3 850W (HKC),PLATINUM,A-,82.2598,86.67,89.751,81.671,69.585,28.46,2023-10-05,['https://www.cybenetics.com/evaluations/psus/2252/'],
Thermaltake,Toughpower GF1 1000W,GOLD,Standard+,81.0619,85.41,88.220,74.641,63.714,35.61,2021-08-24,['https://www.cybenetics.com/evaluations/psus/1885/'],
Thermaltake,Toughpower GF1 1200W,GOLD,Standard+,85.0362,89.60,88.906,77.540,68.702,37.21,2021-09-08,['https://www.cybenetics.com/evaluations/psus/1894/'],
Thermaltake,Toughpower GF1 650W,PLATINUM,Standard++,77.1696,81.31,89.841,79.518,49.777,30.47,2020-01-23,['https://www.cybenetics.com/evaluations/psus/1578/'],
Thermaltake,Toughpower GF1 850W,PLATINUM,A-,83.3349,87.80,89.193,80.774,68.359,28.38,2019-01-29,['https://www.cybenetics.com/evaluations/psus/616/'],
Thermaltake,Toughpower GF1 850W (#2),PLATINUM,A-,83.2891,87.75,89.216,80.910,69.051,28.45,2019-01-27,['https://www.cybenetics.com/evaluations/psus/617/'],
